GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0016043	cellular component organization	5.97542421702166e-05	0.00155629486563167	2.63 (19/176; 100/2435)	ostta01g03890 ostta01g05630 ostta02g00100 ostta02g03880 ostta02g04910 ostta03g03780 ostta04g00490 ostta04g02380 ostta05g00500 ostta05g02940 ostta05g03330 ostta07g04210 ostta08g02230 ostta09g02150 ostta12g01320 ostta12g02040 ostta13g00640 ostta13g02990 ostta20g00160
GO:0006281	DNA repair	6.29140477595781e-05	0.00155629486563167	3.05 (15/176; 68/2435)	ostta01g04740 ostta03g05120 ostta04g02050 ostta06g02640 ostta08g02290 ostta08g03260 ostta09g02470 ostta10g00640 ostta10g02080 ostta10g02100 ostta11g00630 ostta12g01670 ostta13g02280 ostta14g00420 ostta16g01940
GO:0006298	mismatch repair	8.39918367264585e-05	0.0019178702799078	6.92 (6/176; 12/2435)	ostta03g05120 ostta04g02050 ostta06g02640 ostta10g02100 ostta13g02280 ostta16g01940
GO:0051276	chromosome organization	0.000153777478155325	0.00326054502554901	3.54 (11/176; 43/2435)	ostta01g03890 ostta01g05630 ostta02g00100 ostta03g03780 ostta04g00490 ostta04g02380 ostta05g00500 ostta05g02940 ostta05g03330 ostta09g02150 ostta12g02040
GO:0051716	cellular response to stimulus	0.00025677495886811	0.0050814412912847	2.31 (20/176; 120/2435)	ostta01g04740 ostta01g05090 ostta03g01890 ostta03g05120 ostta04g02050 ostta04g04970 ostta06g02640 ostta08g02290 ostta08g03260 ostta09g02470 ostta10g00640 ostta10g02080 ostta10g02100 ostta11g00630 ostta12g01670 ostta13g01820 ostta13g02280 ostta14g00420 ostta15g01410 ostta16g01940
GO:0050896	response to stimulus	0.000671638922611342	0.0120376851345534	2.06 (22/176; 148/2435)	ostta01g04740 ostta01g05090 ostta03g01890 ostta03g05120 ostta04g01060 ostta04g01080 ostta04g02050 ostta04g04970 ostta06g02640 ostta08g02290 ostta08g03260 ostta09g02470 ostta10g00640 ostta10g02080 ostta10g02100 ostta11g00630 ostta12g01670 ostta13g01820 ostta13g02280 ostta14g00420 ostta15g01410 ostta16g01940
GO:0071840	cellular component organization or biogenesis	0.00068939225150013	0.0120376851345534	2.14 (20/176; 129/2435)	ostta01g03890 ostta01g05630 ostta02g00100 ostta02g03500 ostta02g03880 ostta02g04910 ostta03g03780 ostta04g00490 ostta04g02380 ostta05g00500 ostta05g02940 ostta05g03330 ostta07g04210 ostta08g02230 ostta09g02150 ostta12g01320 ostta12g02040 ostta13g00640 ostta13g02990 ostta20g00160
GO:0072527	pyrimidine-containing compound metabolic process	0.000827868532978407	0.0136525687894685	4.88 (6/176; 17/2435)	ostta01g03600 ostta01g05920 ostta03g01160 ostta11g02505 ostta15g00060 ostta17g02305
GO:0072528	pyrimidine-containing compound biosynthetic process	0.00308242610846323	0.0481575713344394	4.61 (5/176; 15/2435)	ostta01g03600 ostta01g05920 ostta03g01160 ostta11g02505 ostta15g00060
GO:0006333	chromatin assembly or disassembly	0.0178671037521977	0.265185434637882	3.14 (5/176; 22/2435)	ostta01g03890 ostta01g05630 ostta02g00100 ostta04g00490 ostta04g02380
GO:0071103	DNA conformation change	0.0302384809465603	0.411674013005554	2.77 (5/176; 25/2435)	ostta01g03890 ostta02g00100 ostta05g00500 ostta05g02940 ostta12g02040
GO:0006265	DNA topological change	0.0305105917440286	0.411674013005554	4.15 (3/176; 10/2435)	ostta05g00500 ostta05g02940 ostta12g02040
GO:0006325	chromatin organization	0.0353166392402666	0.455802849691312	2.66 (5/176; 26/2435)	ostta01g03890 ostta01g05630 ostta02g00100 ostta04g00490 ostta04g02380
