GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0090304	nucleic acid metabolic process	6.99855682525014e-05	0.00206942972153329	1.39 (101/414; 428/2435)	ostta01g01860 ostta01g02560 ostta01g03000 ostta01g03580 ostta01g04110 ostta01g05840 ostta01g06310 ostta02g00430 ostta02g00960 ostta02g01230 ostta02g01790 ostta02g01970 ostta02g03180 ostta02g04600 ostta02g05090 ostta03g00770 ostta03g01300 ostta03g01880 ostta03g02220 ostta03g02410 ostta03g02530 ostta03g02610 ostta03g02740 ostta03g02850 ostta03g02860 ostta03g03270 ostta03g03740 ostta03g04970 ostta03g05145 ostta03g05380 ostta04g00770 ostta04g02020 ostta04g02900 ostta04g03460 ostta05g01320 ostta05g01380 ostta05g01450 ostta05g01940 ostta05g03750 ostta05g03840 ostta05g03900 ostta06g01040 ostta06g01560 ostta06g01660 ostta06g02360 ostta06g02530 ostta06g03350 ostta06g03670 ostta06g04610 ostta07g00350 ostta07g01380 ostta07g02780 ostta07g03020 ostta07g03190 ostta07g03410 ostta07g03480 ostta07g03560 ostta07g03620 ostta08g01000 ostta08g01400 ostta08g01730 ostta08g02930 ostta08g02990 ostta08g03080 ostta08g03090 ostta08g03440 ostta08g03590 ostta08g03610 ostta08g03690 ostta08g03770 ostta09g00820 ostta09g01210 ostta09g02180 ostta09g02190 ostta09g02790 ostta09g03880 ostta10g00010 ostta10g00100 ostta10g00310 ostta10g01740 ostta11g00220 ostta11g00590 ostta11g00980 ostta11g01810 ostta11g03280 ostta12g02890 ostta13g01650 ostta13g01680 ostta13g01890 ostta13g02140 ostta14g00300 ostta14g00750 ostta14g01230 ostta15g01060 ostta15g01440 ostta15g01750 ostta16g00610 ostta16g02540 ostta17g00250 ostta18g00310 ostta18g01160
GO:0044085	cellular component biogenesis	0.000100616088180758	0.0027272255480574	2.07 (26/414; 74/2435)	ostta02g00430 ostta03g03740 ostta04g00770 ostta05g01080 ostta05g01450 ostta05g03750 ostta05g03770 ostta06g01560 ostta07g02720 ostta07g03190 ostta08g00150 ostta08g01400 ostta08g01910 ostta08g01920 ostta08g02890 ostta08g02930 ostta08g03090 ostta09g00820 ostta11g02150 ostta12g00990 ostta12g02110 ostta14g00750 ostta15g01610 ostta16g00610 ostta17g00250 ostta17g00640
GO:0006520	cellular amino acid metabolic process	0.000153720467243341	0.00384612343143258	1.73 (40/414; 136/2435)	ostta01g01230 ostta01g01590 ostta01g05260 ostta02g01690 ostta02g01790 ostta02g01970 ostta02g03640 ostta02g04600 ostta03g01320 ostta03g02300 ostta03g02470 ostta03g02860 ostta03g03050 ostta03g03750 ostta03g05145 ostta04g01100 ostta04g01500 ostta05g01710 ostta05g05000 ostta06g02530 ostta06g04200 ostta06g04570 ostta07g00060 ostta07g02780 ostta07g03020 ostta08g02240 ostta08g03040 ostta08g03610 ostta08g03770 ostta09g02590 ostta10g00100 ostta10g02540 ostta10g02610 ostta11g00080 ostta11g00980 ostta11g02320 ostta11g03280 ostta14g02470 ostta15g02810 ostta16g02080
GO:0010467	gene expression	0.00035123726508922	0.00816032442951646	1.34 (99/414; 434/2435)	ostta01g00570 ostta01g01860 ostta01g02560 ostta01g03000 ostta01g03580 ostta01g04110 ostta01g04410 ostta01g05840 ostta01g06310 ostta02g00250 ostta02g00430 ostta02g00960 ostta02g01230 ostta02g01790 ostta02g01970 ostta02g02570 ostta02g03180 ostta02g04600 ostta02g04680 ostta02g05090 ostta02g05200 ostta03g01300 ostta03g01880 ostta03g02220 ostta03g02410 ostta03g02530 ostta03g02610 ostta03g02740 ostta03g02850 ostta03g02860 ostta03g03740 ostta03g04970 ostta03g05145 ostta03g05380 ostta04g00770 ostta04g02020 ostta04g02900 ostta04g03460 ostta05g01320 ostta05g01450 ostta05g01940 ostta05g03750 ostta05g03840 ostta05g03900 ostta06g01040 ostta06g01560 ostta06g01660 ostta06g02220 ostta06g02360 ostta06g02530 ostta06g03350 ostta07g02780 ostta07g03020 ostta07g03190 ostta07g03410 ostta07g03480 ostta07g03560 ostta07g03620 ostta07g04000 ostta08g01000 ostta08g01400 ostta08g01730 ostta08g02930 ostta08g02990 ostta08g03080 ostta08g03090 ostta08g03440 ostta08g03590 ostta08g03610 ostta08g03690 ostta08g03770 ostta09g00820 ostta09g01210 ostta09g02180 ostta09g02190 ostta10g00010 ostta10g00100 ostta10g01740 ostta11g00220 ostta11g00590 ostta11g00980 ostta11g01810 ostta11g03280 ostta12g01710 ostta12g02890 ostta13g01650 ostta13g02140 ostta14g00300 ostta14g00750 ostta14g01230 ostta14g01960 ostta15g01060 ostta15g01440 ostta15g01830 ostta16g00610 ostta16g02540 ostta17g00250 ostta18g00310 ostta18g01160
GO:0008652	cellular amino acid biosynthetic process	0.00528142397309368	0.108726223651546	1.8 (19/414; 62/2435)	ostta01g01230 ostta01g05260 ostta02g01690 ostta02g03640 ostta03g01320 ostta03g02470 ostta04g01100 ostta04g01500 ostta05g01710 ostta05g05000 ostta06g04570 ostta07g00060 ostta08g03040 ostta10g02610 ostta11g00080 ostta11g02320 ostta14g02470 ostta15g02810 ostta16g02080
GO:0009451	RNA modification	0.00557703143959901	0.108726223651546	2.23 (11/414; 29/2435)	ostta01g03000 ostta02g01230 ostta02g05090 ostta03g03270 ostta03g05380 ostta06g04610 ostta08g02930 ostta09g00820 ostta09g01210 ostta11g00590 ostta13g01890
GO:0019752	carboxylic acid metabolic process	0.00579497695832239	0.108726223651546	1.4 (48/414; 201/2435)	ostta01g01230 ostta01g01500 ostta01g01590 ostta01g05260 ostta02g01690 ostta02g01790 ostta02g01970 ostta02g03460 ostta02g03640 ostta02g04600 ostta03g01320 ostta03g02300 ostta03g02470 ostta03g02860 ostta03g03050 ostta03g03750 ostta03g05145 ostta04g01100 ostta04g01500 ostta04g03030 ostta05g01710 ostta05g05000 ostta06g02530 ostta06g02900 ostta06g04200 ostta06g04570 ostta07g00060 ostta07g01040 ostta07g02780 ostta07g03020 ostta08g02240 ostta08g03040 ostta08g03610 ostta08g03770 ostta09g02590 ostta10g00100 ostta10g02540 ostta10g02610 ostta11g00080 ostta11g00980 ostta11g02320 ostta11g03280 ostta13g01570 ostta14g02470 ostta15g02810 ostta16g00480 ostta16g02080 ostta18g00940
GO:0006082	organic acid metabolic process	0.00641630997491628	0.108726223651546	1.4 (48/414; 202/2435)	ostta01g01230 ostta01g01500 ostta01g01590 ostta01g05260 ostta02g01690 ostta02g01790 ostta02g01970 ostta02g03460 ostta02g03640 ostta02g04600 ostta03g01320 ostta03g02300 ostta03g02470 ostta03g02860 ostta03g03050 ostta03g03750 ostta03g05145 ostta04g01100 ostta04g01500 ostta04g03030 ostta05g01710 ostta05g05000 ostta06g02530 ostta06g02900 ostta06g04200 ostta06g04570 ostta07g00060 ostta07g01040 ostta07g02780 ostta07g03020 ostta08g02240 ostta08g03040 ostta08g03610 ostta08g03770 ostta09g02590 ostta10g00100 ostta10g02540 ostta10g02610 ostta11g00080 ostta11g00980 ostta11g02320 ostta11g03280 ostta13g01570 ostta14g02470 ostta15g02810 ostta16g00480 ostta16g02080 ostta18g00940
GO:0043436	oxoacid metabolic process	0.00641630997491628	0.108726223651546	1.4 (48/414; 202/2435)	ostta01g01230 ostta01g01500 ostta01g01590 ostta01g05260 ostta02g01690 ostta02g01790 ostta02g01970 ostta02g03460 ostta02g03640 ostta02g04600 ostta03g01320 ostta03g02300 ostta03g02470 ostta03g02860 ostta03g03050 ostta03g03750 ostta03g05145 ostta04g01100 ostta04g01500 ostta04g03030 ostta05g01710 ostta05g05000 ostta06g02530 ostta06g02900 ostta06g04200 ostta06g04570 ostta07g00060 ostta07g01040 ostta07g02780 ostta07g03020 ostta08g02240 ostta08g03040 ostta08g03610 ostta08g03770 ostta09g02590 ostta10g00100 ostta10g02540 ostta10g02610 ostta11g00080 ostta11g00980 ostta11g02320 ostta11g03280 ostta13g01570 ostta14g02470 ostta15g02810 ostta16g00480 ostta16g02080 ostta18g00940
GO:0009072	aromatic amino acid family metabolic process	0.00676234010494556	0.108726223651546	2.41 (9/414; 22/2435)	ostta01g01230 ostta02g01690 ostta02g03640 ostta03g03750 ostta04g01100 ostta06g04200 ostta07g00060 ostta10g02610 ostta11g00080
GO:0071840	cellular component organization or biogenesis	0.00733963037842566	0.108726223651546	1.5 (33/414; 129/2435)	ostta02g00430 ostta02g04710 ostta03g03740 ostta04g00770 ostta05g01080 ostta05g01450 ostta05g02580 ostta05g03750 ostta05g03770 ostta06g01400 ostta06g01560 ostta06g02220 ostta07g02720 ostta07g03190 ostta08g00150 ostta08g01400 ostta08g01910 ostta08g01920 ostta08g02890 ostta08g02930 ostta08g03090 ostta09g00820 ostta09g01150 ostta09g04270 ostta11g02150 ostta12g00990 ostta12g01710 ostta12g02110 ostta14g00750 ostta15g01610 ostta16g00610 ostta17g00250 ostta17g00640
GO:0006790	sulfur compound metabolic process	0.00735397435054148	0.108726223651546	2.01 (13/414; 38/2435)	ostta02g00130 ostta02g01190 ostta03g01040 ostta03g02300 ostta03g03050 ostta04g03030 ostta06g04570 ostta07g02720 ostta08g00150 ostta08g02890 ostta11g02320 ostta12g00900 ostta16g01270
GO:0006508	proteolysis	0.0107817493692979	0.152474167282062	1.45 (35/414; 142/2435)	ostta01g00280 ostta01g00360 ostta01g03500 ostta01g05770 ostta02g00380 ostta02g01270 ostta03g00640 ostta03g00890 ostta03g02790 ostta03g03200 ostta03g03870 ostta04g00470 ostta04g00870 ostta04g04330 ostta05g02970 ostta08g02160 ostta08g02670 ostta08g02760 ostta08g03210 ostta09g00170 ostta09g00400 ostta09g02980 ostta09g03470 ostta10g00160 ostta10g01120 ostta10g01340 ostta10g03240 ostta11g00020 ostta11g00700 ostta11g01980 ostta11g03030 ostta11g03240 ostta12g02290 ostta13g03040 ostta15g02930
GO:0044283	small molecule biosynthetic process	0.0149456987963938	0.202553549477442	1.43 (34/414; 140/2435)	ostta01g01230 ostta01g01500 ostta01g03000 ostta01g05260 ostta02g01690 ostta02g03640 ostta02g05090 ostta03g01320 ostta03g02470 ostta04g01100 ostta04g01500 ostta04g03030 ostta05g01710 ostta05g05000 ostta06g02900 ostta06g04570 ostta07g00060 ostta07g02510 ostta08g00980 ostta08g01610 ostta08g01895 ostta08g03040 ostta10g02610 ostta11g00080 ostta11g02320 ostta12g00900 ostta13g01570 ostta14g02197 ostta14g02470 ostta15g02810 ostta16g00480 ostta16g02080 ostta17g02170 ostta18g00940
GO:0009073	aromatic amino acid family biosynthetic process	0.0159910191959772	0.208051576065556	2.42 (7/414; 17/2435)	ostta01g01230 ostta02g01690 ostta02g03640 ostta04g01100 ostta07g00060 ostta10g02610 ostta11g00080
GO:0006418	tRNA aminoacylation for protein translation	0.0180827989849948	0.22621801159366	1.82 (13/414; 42/2435)	ostta02g01790 ostta02g01970 ostta02g04600 ostta03g02860 ostta03g05145 ostta06g02530 ostta07g02780 ostta07g03020 ostta08g03610 ostta08g03770 ostta10g00100 ostta11g00980 ostta11g03280
GO:1901607	alpha-amino acid biosynthetic process	0.0203006139924649	0.244557104236711	1.75 (14/414; 47/2435)	ostta01g01230 ostta01g05260 ostta02g01690 ostta03g01320 ostta04g01100 ostta04g01500 ostta05g01710 ostta06g04570 ostta07g00060 ostta10g02610 ostta11g00080 ostta11g02320 ostta14g02470 ostta15g02810
GO:0043038	amino acid activation	0.0220421490329948	0.247224103491666	1.78 (13/414; 43/2435)	ostta02g01790 ostta02g01970 ostta02g04600 ostta03g02860 ostta03g05145 ostta06g02530 ostta07g02780 ostta07g03020 ostta08g03610 ostta08g03770 ostta10g00100 ostta11g00980 ostta11g03280
GO:0043039	tRNA aminoacylation	0.0220421490329948	0.247224103491666	1.78 (13/414; 43/2435)	ostta02g01790 ostta02g01970 ostta02g04600 ostta03g02860 ostta03g05145 ostta06g02530 ostta07g02780 ostta07g03020 ostta08g03610 ostta08g03770 ostta10g00100 ostta11g00980 ostta11g03280
GO:0016053	organic acid biosynthetic process	0.0385435426624197	0.398642838353384	1.41 (25/414; 104/2435)	ostta01g01230 ostta01g01500 ostta01g05260 ostta02g01690 ostta02g03640 ostta03g01320 ostta03g02470 ostta04g01100 ostta04g01500 ostta04g03030 ostta05g01710 ostta05g05000 ostta06g02900 ostta06g04570 ostta07g00060 ostta08g03040 ostta10g02610 ostta11g00080 ostta11g02320 ostta13g01570 ostta14g02470 ostta15g02810 ostta16g00480 ostta16g02080 ostta18g00940
GO:0046394	carboxylic acid biosynthetic process	0.0385435426624197	0.398642838353384	1.41 (25/414; 104/2435)	ostta01g01230 ostta01g01500 ostta01g05260 ostta02g01690 ostta02g03640 ostta03g01320 ostta03g02470 ostta04g01100 ostta04g01500 ostta04g03030 ostta05g01710 ostta05g05000 ostta06g02900 ostta06g04570 ostta07g00060 ostta08g03040 ostta10g02610 ostta11g00080 ostta11g02320 ostta13g01570 ostta14g02470 ostta15g02810 ostta16g00480 ostta16g02080 ostta18g00940
GO:1901605	alpha-amino acid metabolic process	0.0392192306988442	0.398642838353384	1.54 (17/414; 65/2435)	ostta01g01230 ostta01g05260 ostta02g01690 ostta03g01320 ostta03g02300 ostta03g03050 ostta04g01100 ostta04g01500 ostta05g01710 ostta06g04200 ostta06g04570 ostta07g00060 ostta10g02610 ostta11g00080 ostta11g02320 ostta14g02470 ostta15g02810
