GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0050896	response to stimulus	8.44486519019818e-06	0.000218192689124738	1.96 (40/336; 148/2435)	ostta01g01270 ostta01g02120 ostta01g02780 ostta01g04740 ostta02g01170 ostta03g01890 ostta03g02630 ostta03g05120 ostta04g01060 ostta04g01080 ostta04g02050 ostta04g04970 ostta06g01360 ostta06g02150 ostta06g02160 ostta06g02640 ostta06g03990 ostta07g00020 ostta07g04350 ostta08g02290 ostta08g03260 ostta08g04240 ostta09g02470 ostta10g00640 ostta10g02080 ostta10g02100 ostta11g00630 ostta11g01690 ostta12g01580 ostta12g01670 ostta12g02770 ostta13g00820 ostta13g01820 ostta13g02280 ostta14g00420 ostta14g02950 ostta15g01410 ostta16g00515 ostta16g01940 ostta20g00860
GO:0090304	nucleic acid metabolic process	4.30198949917056e-05	0.000963200385555636	1.46 (86/336; 428/2435)	ostta01g00090 ostta01g01270 ostta01g02120 ostta01g02580 ostta01g02970 ostta01g03970 ostta01g04740 ostta01g05160 ostta01g05200 ostta01g06330 ostta02g01170 ostta02g01245 ostta02g01247 ostta02g02610 ostta02g03430 ostta02g03440 ostta02g05080 ostta03g01680 ostta03g02630 ostta03g03780 ostta03g04030 ostta03g05120 ostta03g05810 ostta04g00450 ostta04g00480 ostta04g01490 ostta04g02050 ostta04g03490 ostta04g04640 ostta04g04970 ostta04g05230 ostta05g00150 ostta05g00330 ostta05g00500 ostta05g00600 ostta05g01680 ostta05g02940 ostta05g03330 ostta05g04200 ostta06g02150 ostta06g02640 ostta06g02890 ostta06g03480 ostta06g03990 ostta07g00020 ostta07g00720 ostta07g03920 ostta08g00710 ostta08g00865 ostta08g01790 ostta08g02290 ostta08g03260 ostta08g03680 ostta09g02150 ostta09g02470 ostta10g00640 ostta10g01190 ostta10g02080 ostta10g02100 ostta11g00630 ostta11g00910 ostta11g00940 ostta11g01400 ostta11g01690 ostta11g01760 ostta11g01840 ostta12g00110 ostta12g01020 ostta12g01580 ostta12g01670 ostta12g02485 ostta13g01280 ostta13g01820 ostta13g02040 ostta13g02280 ostta14g00420 ostta14g01050 ostta14g02950 ostta15g01090 ostta15g02820 ostta16g00515 ostta16g01940 ostta17g00450 ostta17g01610 ostta18g01440 ostta20g00860
GO:0006996	organelle organization	4.40574991170819e-05	0.000963200385555636	2.38 (22/336; 67/2435)	ostta01g03890 ostta01g05630 ostta02g04910 ostta03g03780 ostta03g04030 ostta04g00490 ostta04g01990 ostta04g02380 ostta04g03530 ostta05g00500 ostta05g00870 ostta05g02940 ostta05g03330 ostta06g03630 ostta07g02520 ostta07g04290 ostta08g00790 ostta09g02150 ostta13g01120 ostta13g02990 ostta17g01610 ostta20g00160
GO:0051276	chromosome organization	9.3250000298547e-05	0.00189304511884268	2.7 (16/336; 43/2435)	ostta01g03890 ostta01g05630 ostta03g03780 ostta03g04030 ostta04g00490 ostta04g02380 ostta05g00500 ostta05g00870 ostta05g02940 ostta05g03330 ostta06g03630 ostta07g02520 ostta07g04290 ostta09g02150 ostta13g01120 ostta17g01610
GO:0016043	cellular component organization	0.00010654731440116	0.00201879122023251	2.03 (28/336; 100/2435)	ostta01g02210 ostta01g03890 ostta01g04320 ostta01g05630 ostta02g03880 ostta02g04910 ostta03g03780 ostta03g04030 ostta04g00490 ostta04g01990 ostta04g02380 ostta04g03530 ostta05g00500 ostta05g00870 ostta05g02940 ostta05g03330 ostta06g03630 ostta07g01610 ostta07g02520 ostta07g04290 ostta08g00790 ostta08g02230 ostta09g02150 ostta13g00640 ostta13g01120 ostta13g02990 ostta17g01610 ostta20g00160
GO:0006298	mismatch repair	0.000381115220810319	0.00676980984334119	4.23 (7/336; 12/2435)	ostta03g05120 ostta04g02050 ostta06g02640 ostta06g03990 ostta10g02100 ostta13g02280 ostta16g01940
GO:0046907	intracellular transport	0.00503079239673491	0.0794335641589723	1.72 (23/336; 97/2435)	ostta01g04275 ostta02g04080 ostta03g03250 ostta04g01570 ostta04g04265 ostta04g05390 ostta06g02160 ostta08g01550 ostta08g03320 ostta08g03830 ostta09g01700 ostta11g01540 ostta11g02460 ostta12g02770 ostta13g02600 ostta14g02030 ostta14g02390 ostta14g02400 ostta15g01410 ostta17g00065 ostta17g00980 ostta20g00260 ostta20g00710
GO:0051649	establishment of localization in cell	0.00503079239673491	0.0794335641589723	1.72 (23/336; 97/2435)	ostta01g04275 ostta02g04080 ostta03g03250 ostta04g01570 ostta04g04265 ostta04g05390 ostta06g02160 ostta08g01550 ostta08g03320 ostta08g03830 ostta09g01700 ostta11g01540 ostta11g02460 ostta12g02770 ostta13g02600 ostta14g02030 ostta14g02390 ostta14g02400 ostta15g01410 ostta17g00065 ostta17g00980 ostta20g00260 ostta20g00710
GO:0071840	cellular component organization or biogenesis	0.00773150139920047	0.115651267467265	1.57 (28/336; 129/2435)	ostta01g02210 ostta01g03890 ostta01g04320 ostta01g05630 ostta02g03880 ostta02g04910 ostta03g03780 ostta03g04030 ostta04g00490 ostta04g01990 ostta04g02380 ostta04g03530 ostta05g00500 ostta05g00870 ostta05g02940 ostta05g03330 ostta06g03630 ostta07g01610 ostta07g02520 ostta07g04290 ostta08g00790 ostta08g02230 ostta09g02150 ostta13g00640 ostta13g01120 ostta13g02990 ostta17g01610 ostta20g00160
GO:0051641	cellular localization	0.00989999479391887	0.140684136545163	1.61 (24/336; 108/2435)	ostta01g04275 ostta02g04080 ostta03g03250 ostta04g01570 ostta04g04265 ostta04g05390 ostta06g02160 ostta08g01550 ostta08g03320 ostta08g03830 ostta09g01700 ostta09g02740 ostta11g01540 ostta11g02460 ostta12g02770 ostta13g02600 ostta14g02030 ostta14g02390 ostta14g02400 ostta15g01410 ostta17g00065 ostta17g00980 ostta20g00260 ostta20g00710
GO:0015980	energy derivation by oxidation of organic compounds	0.0156574241605917	0.207210284024239	2.72 (6/336; 16/2435)	ostta02g04820 ostta03g00870 ostta04g03940 ostta12g00320 ostta15g00485 ostta15g00650
GO:0016192	vesicle-mediated transport	0.0167392532076305	0.207210284024239	1.81 (14/336; 56/2435)	ostta01g04275 ostta03g03250 ostta04g01570 ostta04g04265 ostta08g01550 ostta08g03320 ostta09g01700 ostta09g02740 ostta11g01540 ostta11g02460 ostta13g02600 ostta17g00065 ostta17g00980 ostta20g00710
GO:0051258	protein polymerization	0.0167686840960356	0.207210284024239	3.02 (5/336; 12/2435)	ostta01g02210 ostta01g04320 ostta07g01610 ostta08g02230 ostta13g00640
GO:0006325	chromatin organization	0.019715738948756	0.218832327370665	2.23 (8/336; 26/2435)	ostta01g03890 ostta01g05630 ostta04g00490 ostta04g02380 ostta05g00870 ostta06g03630 ostta07g04290 ostta13g01120
GO:0071705	nitrogen compound transport	0.0212892376149316	0.218832327370665	1.5 (25/336; 121/2435)	ostta01g05880 ostta02g04080 ostta03g03210 ostta04g01570 ostta04g05390 ostta06g02160 ostta06g04110 ostta08g01550 ostta08g03320 ostta08g03830 ostta09g01700 ostta11g01540 ostta11g02460 ostta12g02000 ostta12g02770 ostta13g02600 ostta14g02390 ostta14g02400 ostta15g01410 ostta15g02020 ostta17g00065 ostta17g00980 ostta18g01940 ostta20g00260 ostta20g00710
GO:0072527	pyrimidine-containing compound metabolic process	0.0214569213002883	0.218832327370665	2.56 (6/336; 17/2435)	ostta01g03600 ostta01g05920 ostta03g01160 ostta11g02505 ostta15g00060 ostta17g02305
GO:0007154	cell communication	0.0225894841633027	0.218832327370665	1.75 (14/336; 58/2435)	ostta01g02780 ostta03g00290 ostta03g01890 ostta05g00080 ostta06g01360 ostta06g02160 ostta07g04350 ostta08g04240 ostta09g03800 ostta12g01580 ostta12g02770 ostta13g00820 ostta13g01820 ostta15g01410
GO:0006333	chromatin assembly or disassembly	0.0238437503963817	0.218832327370665	2.31 (7/336; 22/2435)	ostta01g03890 ostta01g05630 ostta04g00490 ostta04g02380 ostta05g00870 ostta06g03630 ostta13g01120
GO:0006091	generation of precursor metabolites and energy	0.0241492085534313	0.218832327370665	1.96 (10/336; 37/2435)	ostta02g04820 ostta03g00180 ostta03g00870 ostta03g02250 ostta04g03940 ostta06g02270 ostta12g00320 ostta15g00485 ostta15g00650 ostta16g00550
GO:0046488	phosphatidylinositol metabolic process	0.0242343116107872	0.218832327370665	2.79 (5/336; 13/2435)	ostta02g05350 ostta03g01890 ostta07g04120 ostta14g02390 ostta18g00560
GO:0048193	Golgi vesicle transport	0.0242343116107872	0.218832327370665	2.79 (5/336; 13/2435)	ostta01g04275 ostta03g03250 ostta04g04265 ostta08g03320 ostta11g02460
GO:0006886	intracellular protein transport	0.0246388990817341	0.218832327370665	1.58 (19/336; 87/2435)	ostta02g04080 ostta04g01570 ostta04g05390 ostta06g02160 ostta08g01550 ostta08g03320 ostta08g03830 ostta09g01700 ostta11g01540 ostta11g02460 ostta12g02770 ostta13g02600 ostta14g02390 ostta14g02400 ostta15g01410 ostta17g00065 ostta17g00980 ostta20g00260 ostta20g00710
GO:0005975	carbohydrate metabolic process	0.0283047956799602	0.228249335536437	1.46 (25/336; 124/2435)	ostta01g02760 ostta01g03050 ostta02g01930 ostta02g03360 ostta02g04540 ostta02g04570 ostta03g00180 ostta03g00870 ostta03g02250 ostta04g01980 ostta04g03940 ostta06g01880 ostta06g02270 ostta06g02940 ostta07g01950 ostta07g02260 ostta08g01310 ostta10g00260 ostta10g00500 ostta11g00260 ostta11g00960 ostta11g02110 ostta12g00320 ostta14g02860 ostta16g00550
GO:0015031	protein transport	0.0284602496347153	0.228249335536437	1.49 (23/336; 112/2435)	ostta01g05880 ostta02g04080 ostta04g01570 ostta04g05390 ostta06g02160 ostta08g01550 ostta08g03320 ostta08g03830 ostta09g01700 ostta11g01540 ostta11g02460 ostta12g02000 ostta12g02770 ostta13g02600 ostta14g02390 ostta14g02400 ostta15g01410 ostta15g02020 ostta17g00065 ostta17g00980 ostta18g01940 ostta20g00260 ostta20g00710
GO:0071702	organic substance transport	0.0304142170029608	0.228249335536437	1.43 (27/336; 137/2435)	ostta01g05880 ostta02g04080 ostta03g03210 ostta04g01420 ostta04g01570 ostta04g05390 ostta06g02160 ostta06g03440 ostta06g04110 ostta08g01550 ostta08g03320 ostta08g03830 ostta09g01700 ostta11g01540 ostta11g02460 ostta12g02000 ostta12g02770 ostta13g02600 ostta14g02390 ostta14g02400 ostta15g01410 ostta15g02020 ostta17g00065 ostta17g00980 ostta18g01940 ostta20g00260 ostta20g00710
GO:0007017	microtubule-based process	0.0306335520805316	0.228249335536437	2.07 (8/336; 28/2435)	ostta01g00560 ostta01g02210 ostta01g04320 ostta04g01990 ostta04g03530 ostta05g03570 ostta08g00790 ostta14g00070
GO:0033036	macromolecule localization	0.0310002710619999	0.228249335536437	1.45 (25/336; 125/2435)	ostta01g05880 ostta02g04080 ostta04g01420 ostta04g01570 ostta04g05390 ostta06g02160 ostta06g03440 ostta08g01550 ostta08g03320 ostta08g03830 ostta09g01700 ostta11g01540 ostta11g02460 ostta12g02000 ostta12g02770 ostta13g02600 ostta14g02390 ostta14g02400 ostta15g01410 ostta15g02020 ostta17g00065 ostta17g00980 ostta18g01940 ostta20g00260 ostta20g00710
GO:0015833	peptide transport	0.0313208810430555	0.228249335536437	1.48 (23/336; 113/2435)	ostta01g05880 ostta02g04080 ostta04g01570 ostta04g05390 ostta06g02160 ostta08g01550 ostta08g03320 ostta08g03830 ostta09g01700 ostta11g01540 ostta11g02460 ostta12g02000 ostta12g02770 ostta13g02600 ostta14g02390 ostta14g02400 ostta15g01410 ostta15g02020 ostta17g00065 ostta17g00980 ostta18g01940 ostta20g00260 ostta20g00710
GO:0042886	amide transport	0.0313208810430555	0.228249335536437	1.48 (23/336; 113/2435)	ostta01g05880 ostta02g04080 ostta04g01570 ostta04g05390 ostta06g02160 ostta08g01550 ostta08g03320 ostta08g03830 ostta09g01700 ostta11g01540 ostta11g02460 ostta12g02000 ostta12g02770 ostta13g02600 ostta14g02390 ostta14g02400 ostta15g01410 ostta15g02020 ostta17g00065 ostta17g00980 ostta18g01940 ostta20g00260 ostta20g00710
GO:0006644	phospholipid metabolic process	0.0374023619158853	0.261942116441526	2 (8/336; 29/2435)	ostta02g05350 ostta03g01890 ostta07g02580 ostta07g04120 ostta12g02580 ostta14g02390 ostta18g00560 ostta20g00320
GO:0006265	DNA topological change	0.0377875756866571	0.261942116441526	2.9 (4/336; 10/2435)	ostta03g04030 ostta05g00500 ostta05g02940 ostta17g01610
GO:0006793	phosphorus metabolic process	0.0408545200966082	0.270785429487149	1.26 (48/336; 275/2435)	ostta01g00620 ostta01g02010 ostta01g03600 ostta01g03770 ostta01g05920 ostta02g00810 ostta02g03080 ostta02g03420 ostta02g05080 ostta02g05350 ostta03g00180 ostta03g01160 ostta03g01580 ostta03g01890 ostta03g02250 ostta03g05420 ostta04g00110 ostta04g03880 ostta04g04000 ostta04g05150 ostta06g00050 ostta06g02270 ostta07g01400 ostta07g02580 ostta07g04120 ostta07g04260 ostta08g00460 ostta08g00560 ostta08g00830 ostta08g01310 ostta10g00670 ostta10g02790 ostta11g00890 ostta11g01250 ostta11g02505 ostta12g01580 ostta12g02580 ostta13g00820 ostta13g01090 ostta13g02850 ostta14g02390 ostta15g00485 ostta16g00550 ostta17g02305 ostta18g00560 ostta18g01720 ostta20g00180 ostta20g00320
GO:0045184	establishment of protein localization	0.0412135046040568	0.270785429487149	1.44 (23/336; 116/2435)	ostta01g05880 ostta02g04080 ostta04g01570 ostta04g05390 ostta06g02160 ostta08g01550 ostta08g03320 ostta08g03830 ostta09g01700 ostta11g01540 ostta11g02460 ostta12g02000 ostta12g02770 ostta13g02600 ostta14g02390 ostta14g02400 ostta15g01410 ostta15g02020 ostta17g00065 ostta17g00980 ostta18g01940 ostta20g00260 ostta20g00710
GO:0006650	glycerophospholipid metabolic process	0.0447961740454451	0.270785429487149	2.42 (5/336; 15/2435)	ostta02g05350 ostta03g01890 ostta07g04120 ostta14g02390 ostta18g00560
GO:0046486	glycerolipid metabolic process	0.0447961740454451	0.270785429487149	2.42 (5/336; 15/2435)	ostta02g05350 ostta03g01890 ostta07g04120 ostta14g02390 ostta18g00560
GO:0072528	pyrimidine-containing compound biosynthetic process	0.0447961740454451	0.270785429487149	2.42 (5/336; 15/2435)	ostta01g03600 ostta01g05920 ostta03g01160 ostta11g02505 ostta15g00060
GO:0034613	cellular protein localization	0.0462851271047838	0.270785429487149	1.48 (19/336; 93/2435)	ostta02g04080 ostta04g01570 ostta04g05390 ostta06g02160 ostta08g01550 ostta08g03320 ostta08g03830 ostta09g01700 ostta11g01540 ostta11g02460 ostta12g02770 ostta13g02600 ostta14g02390 ostta14g02400 ostta15g01410 ostta17g00065 ostta17g00980 ostta20g00260 ostta20g00710
GO:0070727	cellular macromolecule localization	0.0462851271047838	0.270785429487149	1.48 (19/336; 93/2435)	ostta02g04080 ostta04g01570 ostta04g05390 ostta06g02160 ostta08g01550 ostta08g03320 ostta08g03830 ostta09g01700 ostta11g01540 ostta11g02460 ostta12g02770 ostta13g02600 ostta14g02390 ostta14g02400 ostta15g01410 ostta17g00065 ostta17g00980 ostta20g00260 ostta20g00710
GO:0071103	DNA conformation change	0.0466854138615807	0.270785429487149	2.03 (7/336; 25/2435)	ostta01g03890 ostta03g04030 ostta05g00500 ostta05g00870 ostta05g02940 ostta13g01120 ostta17g01610
GO:0019637	organophosphate metabolic process	0.0482703200642358	0.274378661417761	1.4 (24/336; 124/2435)	ostta01g03600 ostta01g03770 ostta01g05920 ostta02g00810 ostta02g05350 ostta03g00180 ostta03g01160 ostta03g01580 ostta03g01890 ostta03g02250 ostta06g00050 ostta06g02270 ostta07g02580 ostta07g04120 ostta07g04260 ostta08g00560 ostta11g02505 ostta12g02580 ostta14g02390 ostta15g00485 ostta16g00550 ostta17g02305 ostta18g00560 ostta20g00320
